name	ment	party
권은희	2016년 여가부 성폭력 실태조사에 따르면 성폭력 피해자의 경찰 신고 비율은 2.2%에 불과하다라고 그렇게 조사되고 있습니다. 이 조사에 의하지 않더라도 경찰의 인지율 자체도 줄어들고 있습니다. 15년도에는 발생 범죄의 33%를 수사기관이 인지해서 수사했으나 16년부터는 자체 인지가 전년 대비 50% 이상 감소해 있습니다. 이런 성폭력 범죄의 통계를 봤을 때 우리 경찰이 성폭력 범죄에 대한 대응을 얼마나 안일하게 했는지 알 수 있는데요. 성폭력 범죄의 가장 큰 특징인 암수 범죄에 대해서 경찰의 신고율을 높이기 위해서 어떤 노력들을 하셨습니까?	바른미래
권은희	대통령 개헌안 발의의 발표 형식, 그리고 그 내용에 대해서 이런 지적들이 있습니다. 우리 헌법 89조는 “다음 사항은 국무회의의 심의를 거쳐야 한다.” 하고 3호에 헌법개정안을 명기하고 있습니다. 이런 부분에 대해서 조국 민정수석도 알고 있습니다. 그래서 이렇게 답을 합니다. ‘국무회의에서 대통령이 발의하고 국무위원들이 심의하는 것이고, 대통령 발의 전까지 개헌안을 만드는 것이 우리의 임무다’라고 이야기를 합니다. 하지만 실상은 이 헌법개정안을 심의하기 위한 국무회의가 열렸다는 사실은 확인되지 않고 있으며 그 내용을 보더라도 송영무 국방부장관―국무위원이지요―2월 달에 군사법원과 관련해서 이런 내용의 군사법개혁안을 발표했습니다. ‘1심 군사법원은 국방부 소속으로 상설화일원화해 5개 지역으로 군사법원을 설치운영하겠다. 2심 재판을 맡는 고등법원은 폐지하고, 민간 법원인 서울고등법원으로 군 항소법원을 이관하는 방안으로 개혁을 추진하겠다’라고 발표했는데 이와는 전혀 다르게 청와대 조국 민정수석은 ‘평시 군사재판은 폐지하고 군사법원은 비상계엄 선포 시와 국외 파병 시에만 설치운영하도록 함으로써 국민의 기본권 보장을 강화했다’라고 대통령 헌법개정안을 발표합니다. 심의도 없었고, 심지어 의견을 구하는 절차도 없었음을 알 수 있는 내용입니다. 절차와 관련해서는 이런 문제점이 있고, 내용과 관련해서는 직접민주주의를 강화하겠다라는 내용을 발표합니다. 그러면서 국민발안과 국민소환제를 도입합니다. 국민발안과 국민소환 관련해서 모두 입법권을 향해 있습니다. 국회의 입법권을 국민에게 같이 행사하도록 하고 그리고 국회의원을 대상으로 국민소환을 실시하도록 하는 내용입니다. 우리 헌법의 가장 근간은 권력분립의 원칙입니다. 3개 권력이 서로 견제와 균형을 이루도록 하는 것인데요, 직접민주주의를 도입하면서 이 3개 권력 중에 입법부만을 겨냥하는, 입법부를 축소시키는 방안의 내용이 담겨져 있습니다. 이런 절차와 내용에 대해서 법률 전문가인 대한변협은 어떠한 의견을 가지고 계십니까?	바른미래
권은희	위원장님.	바른미래
권은희	국민들의 관심이 큰 것을 가지고 기준으로 하는 것도 의미가 있고 그리고 또 검찰에 신청권을 주는 방향에 대해서는 어떻게 생각하십니까?	바른미래
권은희	생각은 그렇게 하시지만 실질적인 형사사법시스템에서 삼륜의 역할을 하시기에는 부족한 그런 환경이지 않습니까? 실제 법원과 검사에 의해서 형사사법시스템이 주도적으로 이끌려 가고 있고 변호사가 조력을 하기에 필요한 권한이나 의무 이런 부분들이 뒷받침되지 않아서 삼륜으로서의 역할을 하기에는 턱없이 부족하지 않습니까?	바른미래
권은희	미투 운동을 통해서 남성과 권력 위주의 한국 사회의 현실을 동시에 깨닫고 또 하나 깨닫는 것이 성폭력에 대한 형사사법시스템이 실패했구나, 실패한 결과구나라는 그런 인식을 당연히 수사기관의 책임자로서 하셔야 된다라고 생각을 해 보는데요. 성폭력과 관련되어서 통계를 보면 발생률이 증가를 하고 있습니다. 재범률 역시 증가를 하고 있습니다. 이 수치 자체로도 성폭력범죄에 대한 형사사법시스템의 실패라는 것을 알 수 있는데, 다만 보면 검거율이 95%이기 때문에 이 부분에서 제대로 대응하고 있는 것 아니냐라는 그런 착각에 빠질 수가 있지만 잘 아시다시피 성폭력 범죄는 대표적인 암수 범죄입니다. 지금 암수율이 얼마나 되고 있는지 알고 있습니까?	바른미래
권은희	이 부분과 관련해서, 부패범죄와 관련해서 공수처를 도입하느냐 마느냐 이것으로 쟁점을 좁힐 것이 아니라 과연 부패범죄에 대해서 형사사법시스템을 어떻게 효율화해야 되느냐, 그 효율화 방안 속에서 각 기관 간의 권한을 어떻게 분산할 수 있느냐 이러한 논의로 논의를 좀 확장할 필요가 있다고 생각을 합니다.	바른미래
권은희	그 정도 인사 규정으로는 전문법원을 둔 취지를 인사가 전혀 살려내지 못하는 것 같습니다. 전문법원을 둔 취지를 살리면서 인사에 있어서 나타날 수 있는 형평성의 문제나 폐단의 문제 이 부분을 보완할 수 있는 그런 인사 운영 원칙에 대해서 좀 더 고민을 하실 필요가 있고요. 전문법원과 관련해서 현재 요구가 높은 노동이나 환경 이런 분야에 대해서는 이번 사개특위에서 좀 더 발전적으로 논의가 될 수 있도록 필요한 자료를 준비해 주시고요. 그리고 특별법원 군사법원과 관련해서 군 관할권, 군 심판관 제도가 우리 헌법상 법관에 의한 재판을 받을 권리를 침해한다라는 논의가 계속 이어지고 있는데 이 부분에 대해서 문제가 있다라고는 생각을 하시지요?	바른미래
권은희	저러한 대응 능력을 어떻게 갖추겠다, 어떻게 국민들의 신뢰를 얻어 내겠다라는 자세 없이 권한으로만 접근하는 그런 태도 자체를 좀 바꿔 주시기 바랍니다.	바른미래
권은희	광주 광산을의 권은희 위원입니다. 사법 개혁이라는 국민들의 높은 열망을 담아낼 수 있는, 그리고 결실을 만들어 낼 수 있는 사개특위가 될 수 있도록 저도 힘을 모으겠습니다. 감사합니다.	바른미래
권은희	그리고 앞서 박범계 위원님도 말씀 주셨지만 천종호 부장판사님 보직 이동과 관련해서 전문법원과 전문법원에 대한 인사가 국민들의 관심을 끌었는데요. 전문법원과 관련해서는 전문법원을 늘려야 된다라는 논의 방향과 전문법원을 두었는데 그럼에도 불구하고 순환보직 인사로 전문법원을 설치한 근거를 형해화시키는 그런 인사 행태가 운영되고 있다는 점에 대해서 문제점이 나왔는데 행정처장님, 여기에 대해서 한 말씀 해 주십시오.	바른미래
김도읍	위원장석 옆에서 ― 아니, 위원장님이 질서유지권 발동을 먼저 하셨지요.) 자, 질서유지권 발동했으니까 조용히 하세요.  윤한홍 위원님, 3분 의사진행발언 드리겠습니다.	자유한국
김도읍	위원장석 옆에서 ― 아니, 그렇게 말씀하시면 안 되지요.) 아니, 원천무효라고 주장하시니까 하는 말씀이에요.  그러면 퇴장해 주세요. 여러분들 마음대로, 그것은 여러분들의 행동의 자유가 있기 때문에……	자유한국
김도읍	위원장석 옆에서 ― 전상수 수석! 신속처리안건 하면 법안 줘야 되는 것 아니오?)	자유한국
김도읍	위원장석 옆에서 ― 에이, 송기헌 위원 법률가가 그렇게 말씀하시면 안 되지.) 보세요. 그러면 의장님이 그것을 취소하지 않는 한, 그다음에 다시 또 교섭단체에서 그것을 철회하지 않는 한은 그것을 유지할 수밖에 없어요. 그렇게 된다면 계속 위원회에서, 여태까지 위원회에서……	자유한국
김도읍	위원장석 옆에서 ― 아니, 위원장님 왜 위원들 자꾸 도발을 합니까?) 그리고 당초에 제가……	자유한국
김도읍	위원장석 옆에서 ― 박지원 위원님은 권한도 안 계시잖아요. 12월 달에 합의 처리하기로 약속이 되어 있잖아요, 합의 처리하기로!)	자유한국
노회찬	어떻습니까? 비슷한 여성이 한 10% 되는 다른 직장과 비교해 볼 때 직장 내의 성폭행, 직장 내 성폭력의 비율이 비슷합니까, 좀 못 합니까? 어떻습니까? 더 심합니까?	공동교섭(정의-민주평화)
노회찬	백종건 변호사 등록 거부 사유는 무엇입니까?	공동교섭(정의-민주평화)
노회찬	검찰국장 말씀 듣지요.	공동교섭(정의-민주평화)
노회찬	대한변협이 공익법인입니까, 아니면 이익집단입니까? 뭡니까?	공동교섭(정의-민주평화)
노회찬	아니, 누가 보더라도 대통령이 해외에 나가 가지고 한국에 투자한 그 기업의 회장을 만나서 재판이 진행 중인 사안에 대해서 정부가 영향력을 발휘해 주는 주문을 받고 또 그렇게 하겠다고 공개리에 답변하고 그리고 몇 달 있다가 재판 결과가 그에 맞춰서 나오고, 그것도 사실은 기존에 대법원이 내린 판결을 뒤엎는 판례가 나온 겁니다. 그리고 그것으로 끝난 것이 아니라 대법원의 판결에 대해서 청와대가 매우 흡족해하고 있다라는 보고서까지 법원행정처가 작성해서 갖고 있다가 이번에 드러난 겁니다. 이것이 말이나 되는 얘기입니까?	공동교섭(정의-민주평화)
노회찬	수사 대상입니까?	공동교섭(정의-민주평화)
노회찬	그런데 단순히 사법권 독립이 침해당한 것이 아니라 침해당하는 것을 방조하고 공모한 것처럼 여겨지는 의혹에 대해서 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	피의자 신분인지 아닌지 모르고 계십니까? 피의자 신분이 아닙니까?	공동교섭(정의-민주평화)
노회찬	그런데 45일씩 조사하고도 부족합니까?	공동교섭(정의-민주평화)
노회찬	이 사개특위 위원들 중에서 현재 검찰에서 수사 중인 사건의 피의자 신분인 사람이 있습니까?	공동교섭(정의-민주평화)
노회찬	법원행정처장님, 대법관이시기도 하기 때문에 제가 여쭙습니다. 대법원의 판결이 이렇게 왕왕 청와대를 비롯한 정치권의 주문에 따라서 영향을 받습니까?	공동교섭(정의-민주평화)
노회찬	이상 질의를 마치겠습니다.	공동교섭(정의-민주평화)
노회찬	그런데 왜 이런 일이 있습니까? 이런 문서까지 존재합니까? 그렇지 않습니까?	공동교섭(정의-민주평화)
노회찬	저는 강원랜드 사건은 부정청탁과 관련해 가지고 많은 국민들이 염려하고 또 분개하는 그런 대표적인 사례라고 생각됩니다. 그러나 이 사건에서 더 중요한 부분은 수사 외압의 문제입니다. 안미현 검사가 이 문제를 고발해 가지고 지금 조사 중이지요?	공동교섭(정의-민주평화)
노회찬	아니, 피고발인이 항상 그대로 피의자입니까, 그렇지 않잖아요?	공동교섭(정의-민주평화)
노회찬	당시 검찰과장에게 성추행과 관련된 사실관계를 얘기하고 또 인사 문제까지 영향을 미친 것 같다고 다 얘기했는데 이 제보를 받은 당시 면담을 했던 검찰과장이 이것을 왜곡에서 보고한 것은 알고 계십니까? 그래서 성추행 사실과 관련되어서는 들은 사실을 감추고 인사상의 문제 제기를 한 것으로만 보고한 것 아십니까?	공동교섭(정의-민주평화)
노회찬	그건 그 전이지요?	공동교섭(정의-민주평화)
노회찬	최교일 의원에 대해서는 어떻게, 지금 어떤 신분입니까, 참고인 신분입니까?	공동교섭(정의-민주평화)
노회찬	아까도 말씀드렸습니다마는 그 수사가 마지막 수사이기를 저는 바랍니다. 그 수사가 미진해 가지고 다시 특검이다 뭐다 또 추가 수사가 요구되는 상황이 이루어지지 않기를 바라고요.	공동교섭(정의-민주평화)
노회찬	그런 점에서 보면 권력관계상 대부분의 상급 간부들은 다 남성 위주로 되어 있고 여성이 하급자의 위치에 놓여 있고, 그리고 계급으로 이렇게 서열화되어 있는 직장이지요?	공동교섭(정의-민주평화)
노회찬	지켜보겠습니다. 이상입니다.	공동교섭(정의-민주평화)
노회찬	이게 하위직에 있는 거지요?	공동교섭(정의-민주평화)
노회찬	저는 이 사안 자체가 바로 오늘 이 자리에서 다루고 있는 공수처, 왜 공수처가 있어야만 하는가를 검찰이 스스로 입증해 주고 있는 사례가 아닌가 생각됩니다. 장관께서 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	그런데 서울지방변호사회에서는 변호사법을 형식적으로 적용하여 등록을 거부할 경우 또 다른 인권침해의 피해를 가져올 수 있기 때문에 인권옹호, 사회정의 실현을 사명으로 하는 변호사단체에서는 이를 적극적으로 구제해야 된다라고 대한변협과 다른 견해를 갖고 있는 것 같은데.	공동교섭(정의-민주평화)
노회찬	사개특위 위원들 명단은 보셨습니까?	공동교섭(정의-민주평화)
노회찬	이것은 뭐예요? 어떤 때는 이렇게 하고 어떤 때는 저렇게 하고 이렇게 하는 겁니까? 그러니까 과거 이런 파렴치 범죄를 범한 사람들에게도 필수적으로 거부하는 게 아니라는 이유로 등록 신청을 받아들인 사례가 있는 대한변협이 양심적 병역거부로 인해 가지고 실형까지 살고 나온 사람에게 이런 잣대를 대는 게 바람직합니까? 양심적 병역거부에 대한 입장이 뭡니까?	공동교섭(정의-민주평화)
노회찬	2008년 3월 13일 대한변호사협회가 수사기밀 누설로 징역형을 받았던 신승남 전 검찰총장과 가혹행위로 피해자를 숨지게 한 홍경령 전 검사의 변호사 등록 신청을 받아들인 바 있지요?	공동교섭(정의-민주평화)
노회찬	지금 사법 개혁과 관련해서 대한변협이 공익기관인지 이익집단인지 심각한 회의를 자초하고 있어요. 대한변협을 공익기관으로 인정하고 여러 법률상의 권한을 부여하는 일을 계속 유지해야 될지 말지도 저는 따져야 된다고 봅니다. 이익집단에 불과하잖아요. 뿐만이 아니라 정의가 살아 있다고도 보기 힘들잖아요. 맹성을 촉구합니다.	공동교섭(정의-민주평화)
노회찬	이게 말이 됩니까? 성범죄를 갖다가 이렇게 조사하고 수사해야 될 게 경찰서인데, 경찰관이 경찰서 앞에서 ‘성범죄, 갑질 없는 직장에서 일하고 싶다’ 이것을 팻말로 들고 있는 이 사건 어떻게 처리되고 있습니까?	공동교섭(정의-민주평화)
노회찬	재량권이 없었다는 얘기예요?	공동교섭(정의-민주평화)
노회찬	그 부분에 관해서도 수사를 하고 있습니까?	공동교섭(정의-민주평화)
노회찬	그것을 왜 모르십니까, 그게 핵심인데요? 법무부장관 그리고 관계 국장인 인권국장 등이 처음에 국민들에게 이 사실에 대해서 언급할 때 잘못 알고 언급한 것, 진술한 것 모르십니까? 수사 어떻게 되고 있지요?	공동교섭(정의-민주평화)
노회찬	이게 말이 되는 얘기입니까?	공동교섭(정의-민주평화)
노회찬	그리고 2차 조사기구가 ‘판사 블랙리스트 추가조사위원회’라는 이름으로 활동했었고요. 3차 조사기구까지 만들게 된 것은 2차 조사위원회까지의 조사에 부족함이 있다고 판단해서지요?	공동교섭(정의-민주평화)
노회찬	변호사들에게 뇌물을 받은 김창해 전 국방부 법무관리관 등록 신청 수리됐습니다. 또 그 이전에 군산 법조비리로 옷을 벗은 판사 3명도 모두 무사히 변호사 개업에 성공했습니다. 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	고발되는 순간 당연히 피의자가 되는 것입니까?	공동교섭(정의-민주평화)
노회찬	82년생입니까? 그러면 만 35살입니까? 올해는 그런데 2014년 당시에 32살 맞네요. 32살이고 거의 아마 첫 임지가 서부지검이었던 것으로 보이는데, 그리고 공판검사인데 이런 사람이 피고 측 변호사가 요구한다 그래 가지고 수사자료를 그리고 개인정보에 해당되는 그런 내용을 건네줄 수 있을까 의문도 듭니다. 지금 조사는 끝난 것입니까?	공동교섭(정의-민주평화)
노회찬	현저히 부당합니까?	공동교섭(정의-민주평화)
노회찬	한 분은 피의자 신분으로 보도가 됐는데 총장께서는 두 분 다 피고발인 정도로만 알고 계십니까?	공동교섭(정의-민주평화)
노회찬	만일 이러한 문서가 있는 것이 사실이고 이러한 의혹이 있는 것이 사실이라면 3차 조사단의 조사 대상이 됩니까, 안 됩니까?	공동교섭(정의-민주평화)
노회찬	그러면 앞으로도 계속해서 대체복무제가 허용되기 전에는…… 신승남 같은 사람들, 검찰총장까지 지낸 사람이 저지른 범죄행위 그리고 현직 판사로서 법을 어긴 걸로 옷을 벗은 사람들의 변호사 등록 신청을 계속 받아 줄 거지요?	공동교섭(정의-민주평화)
노회찬	박근혜 대통령 발언 자체가 사법부의 독립성을 심각하게 훼손하는 발언이었는데 발언으로 끝난 것이 아니라 사법부 독립을 스스로 훼손하는 판결 결과가 나왔고 이 판결이 나오자마자 대법원 법원행정처가 청와대가 흡족해한다라는 취지의 문서까지 작성했단 말이지요. 정말 심각한 문제인데 이 부분을…… 지금 3차 조사위원회 이름은 2차 조사위원회와 달리 ‘사법행정권 남용 의혹 관련 특별조사단’이지요?	공동교섭(정의-민주평화)
노회찬	지금까지의 조사결과는 좀 부족하다라고 보시는 거지요?	공동교섭(정의-민주평화)
노회찬	지난 1월 8일에서 사흘 동안 경남 지역의 어느 모 경찰서 앞에서 현직 여성 경찰관이 1인시위를 했어요. 그 1인시위 하는 과정에서 들고 있었던 팻말에 뭐라고 되어 있는가 하면 ‘성범죄, 갑질 없는 직장에서 일하고 싶다’ 이렇게 되어 있습니다.	공동교섭(정의-민주평화)
노회찬	왜 아닙니까?	공동교섭(정의-민주평화)
노회찬	가장 우선적으로 집중해서 조사해야 될 피의자가 누구입니까?	공동교섭(정의-민주평화)
노회찬	아니, 그래도 전 검찰총장이 영장에 피의자 신분으로 그렇게 기재가 되어 있다고 기자까지 알고 보도하는데 몰라도 됩니까?	공동교섭(정의-민주평화)
노회찬	아니, 안미현 검사는 그것을 내부고발한 사람인데, 그 고발 내용과 연관되어 있는 분들 있지 않아요? 그런 분들에 대한 수사는 왜 안 합니까?	공동교섭(정의-민주평화)
노회찬	다른 일에 뭐요? 세무사법 개정 때문에 삭발하고 그런 일 말입니까?	공동교섭(정의-민주평화)
노회찬	나중에 추가질의하겠습니다.	공동교섭(정의-민주평화)
노회찬	권성동 의원의 지역사무실을 이번에 압수수색 실시를 했지요? 그렇게 알고 있지요?	공동교섭(정의-민주평화)
노회찬	진짜 야당입니다.	공동교섭(정의-민주평화)
노회찬	노회찬입니다. 아시다시피 OECD 가입 회원국 중에서 사법제도에 대한 국민 신뢰도가 가장 낮은 나라로 늘 대한민국이 지목되고 있습니다. 사법 개혁은 국민의 절절한 요구이기도 합니다. 대통령이 탄핵되는 사태까지 갔던 국정농단 사건도 사법부와 준사법부의 시스템이 제대로 작동되었다면 사태가 그렇게까지 비화되지 않았으리라 저는 생각을 하고 있습니다. 그런 만큼 이번에 새로 개시되는 사법개혁특별위원회가 주어진 기간 안에 제 소임을 충분히 다할 것을 기대하고 함께 노력하겠습니다. 사법개혁특위가 개혁의 대상이 되는 일이 없기를 바랍니다.	공동교섭(정의-민주평화)
노회찬	저도 야당입니다.	공동교섭(정의-민주평화)
노회찬	지금 여기 질의 순서로 되어 있는 게 사개특위 위원들 명단이지요?	공동교섭(정의-민주평화)
노회찬	저는 이 의혹을 씻어 낼 뿐만이 아니라 바로잡는 길은 이번에 3차 조사위원회가 제대로 엄정하게 조사해서 과거에 있었던 잘못은……  잘못대로 시인하고 앞으로 되풀이하지 않겠다고 다짐하는 것으로부터 출발한다고 봅니다. 이 조사가 제대로 이루어지지 않는다면 우리는 앞으로 이런 일들이 계속해서 재발될 것으로 알 수밖에 없습니다. 법원행정처장께서 어떻게 하시겠습니까?	공동교섭(정의-민주평화)
노회찬	춘천지검 압수수색영장에 김수남 전 총장이 피의자 신분으로 기재되어 있다고 보도가 되었는데……	공동교섭(정의-민주평화)
노회찬	언제쯤 조사 결과가 나옵니까?	공동교섭(정의-민주평화)
노회찬	그간에 드러난 사건 또 그 사건을 처리하는 양태를 볼 때 저는 경찰이 비슷한 비율로 여성들이 있는 타 직장에 비해서 결코 여성들이 안전한 그런 직장이 아니라고 보고 있습니다. 또 그런 세간의 의혹도 많습니다.	공동교섭(정의-민주평화)
노회찬	염동열 의원은 피의자 신분이고 권성동 의원은 피의자 신분이 아닌 이유가 뭡니까?	공동교섭(정의-민주평화)
노회찬	검찰국장님, 사실입니까? 보도가 사실입니까?	공동교섭(정의-민주평화)
노회찬	노회찬입니다. 먼저 국회 운영과 관련해서 한 말씀을 안 드릴 수가 없습니다. 제가 법사위원이고 또 사개특위 위원입니다. 여기 와 계시는 존경하는 정성호 위원장님, 박범계 위원님, 백혜련 위원님, 조응천 위원님 모두 법사위원이면서 사개특위 위원인데 지금 법사위가 소집되어 있습니다. 애초에 10시에 사개특위가 시작될 때 급한 일이 있기 때문에 회의를 미뤄 달라고 얘기하면서 받아들이지 않자 자유한국당 간사가 뛰쳐나갔습니다. 그런데 같은 시각 10시에는 또 바쁘다는 자유한국당, 어디 볼 일이 있다는 그 당에서 원내대표를 맡고 있는 김성태 운영위원장이 운영위원회를 소집해 가지고 청와대 비서실장 불러낸다고 난리를 치다가 파행으로 끝났습니다. 10시에 법사위 법안심사소위가 열렸는데 자유한국당 위원들만 전원 불참해 가지고 회의가 그냥 무산됐습니다. 그런데도 갑자기 11시에, 지금 사개특위 회의를 하고 있는 중에 법사위를 소집해 가지고 오라고 하는 것입니다. 이게 지금 정상적인 회의를 하겠다는 것인지 국회의 정상적인 운영을 방해하겠다는 것인지 누가 봐도 명확합니다. 정말 통탄할 일일 수밖에 없다는 말씀 드리고요. 법무부장관께 한 가지를 더 묻겠습니다. 사개특위가 열리니까 이런 사건이 터지는가 싶을 정도로, 공수처가 있었으면 굉장히 바빠지겠다라는 느낌을 많이 갖는 일들이 터져 나오고 있습니다. 현직 검사 두 사람이 수사정보를 유출했다는 혐의로 오늘 영장심사를 받고 있습니다. 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	아니, 등록 거부가 필수적이었다면 법률에는 등록을 거부해야 된다고 규정했겠지요.	공동교섭(정의-민주평화)
노회찬	어떤 조사를 할 계획이십니까?	공동교섭(정의-민주평화)
노회찬	이건 변호사협회의 재량 사항으로 볼 수 있는 것 아니에요?	공동교섭(정의-민주평화)
노회찬	2명이 검사인데 그중의 한 분이 2014년도니까 나이를 제가 추정해 보면 32살, 아마 서부지검에 초임 검사로 갔던 분 같은데요.	공동교섭(정의-민주평화)
노회찬	2차 가해 관련해 가지고 서 검사가 문제 제기를 하고 있지요?	공동교섭(정의-민주평화)
노회찬	장관께서는 그 입장에서 그렇게 말씀하실 수밖에 없는데, 저는 오염된 칼로 수술을 할 수는 없다고 봅니다. 병원에서 수술할 때 제일 신경 쓰는 것이 수술도구에 대한 관리 아니겠습니까? 지금 이렇게 피의자 신분으로 검찰의 수사를 받고 있는, 얼마 전에 가서 17시간 동안 수사받고 나온 피의자 신분인 상태의 국회의원만 국회 안에 있는 게 아닙니다. 저는 자유한국당에서 사법 개혁 의지가 있다면 이 문제를 스스로 정리해 줄 것을 이 질의를 빌려서 다시 촉구를 하고요. 김수남 전 검찰총장이 현재 강원랜드 사건과 관련해서 피의자 신분입니까?	공동교섭(정의-민주평화)
노회찬	영장이 발부되면 본격적으로 수사가 되는 거지요?	공동교섭(정의-민주평화)
노회찬	왜 헌재에 미룹니까? 신승남 검찰총장 같은 사람들 등록 받아 줄 때 누구에게 미루지도 않고 앞장서서 등록을 허한 사람들이 바로 대한변협 아니에요? 그런데 이걸 가지고…… 이건 좀 비겁한 것 아니에요?	공동교섭(정의-민주평화)
노회찬	저는 지금 불고 있는 미투 운동은 끝이 아니라 시작이라고 보고 우리 한국 사회의 변화에 큰 영향을 미치리라고 생각됩니다. 거의 31 만세운동이 우리 역사에 끼친 그 충격만큼 사회에 그에 버금가는 충격을 주리라고 저는 생각합니다. 그래서 경찰이 할 일도 굉장히 중요하다고 저는 보고 있고요. 제가 보는 일련의 미투 운동의 특징은 권력에 의한 성적 억압입니다. 또 성적 착취라고도 볼 수 있고요. 그리고 그 권력이 통한다는 얘기는 뭔가 하면 아는 관계라는 것입니다. 모르는 사이에는 위력 이외에는 권력관계라는 게 잘 존재하지 않는데, 아는 관계이고, 이 아는 것이 대개 보면 한 직장 내에서의 어떤 권력을 통한 성적 억압이거나 직장까지는 아니더라도 직업적 동질성을 바탕으로 둔 그런 성적 억압과 착취입니다. 그런 점에서 제가 경찰에 대해서 결국 이 문제를, 정의를 바로 세우는 데 역할을 해야 될 게 경찰 아닙니까? 경찰인데, 지금 경찰 내에 여성 경찰의 비중이 어떻습니까?	공동교섭(정의-민주평화)
노회찬	윗선에서 지시를 받아서 이런 일을 할 가능성도 조사해야 되겠지요?	공동교섭(정의-민주평화)
노회찬	그렇습니까?	공동교섭(정의-민주평화)
노회찬	굉장히 조건이 좋지 않다고 저는 보여지는데……	공동교섭(정의-민주평화)
노회찬	계급이지요?	공동교섭(정의-민주평화)
노회찬	백남기 농민 사망사건에 대해서 성명서 한 장 발표했습니까?	공동교섭(정의-민주평화)
노회찬	그러면 지금 권성동 의원도 피의자 신분이라고 보면 됩니까?	공동교섭(정의-민주평화)
노회찬	그래서 사실은 각 기관마다 이해관계가 얽힐 수밖에 없는 것이고 갈등과 긴장이 있을 수밖에 없는 것이라고 저는 생각하는데 검찰에서 피의자 신분으로 수사받는 사람이 사개특위 위원으로 있는 것에 대해서 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	신병처리와 관련해서 지시를 한 바 없습니까?	공동교섭(정의-민주평화)
노회찬	정의당 노회찬입니다. 김현 회장 수고 많으십니다. 대한변협이 2015년 이후 현재까지 변호사 등록을 거부한 사례가 백종건 변호사 1건입니까?	공동교섭(정의-민주평화)
노회찬	그 조사 결과 나온 것을 저희 보여 줄 수 있습니까?	공동교섭(정의-민주평화)
노회찬	권성동 의원에 대한 조사나 수사가 완료되었습니까? 종결되었습니까?	공동교섭(정의-민주평화)
노회찬	그 전수조사라는 것은 성폭력의 피해 경험이 있느냐 이런 것도 포함되어 있습니까?	공동교섭(정의-민주평화)
노회찬	그러면 지금 피의자라는 뜻으로 말씀하시는 것입니까?	공동교섭(정의-민주평화)
노회찬	그리고 업무 공간도 보면 순찰차 등 어떤 밀실인 경우도 꽤 많지요?	공동교섭(정의-민주평화)
노회찬	제가 파악한 바에 따르면 2차 조사위원회, 즉 추가조사위원회에서 조사하는 과정에서 2013년 12월 대법원 전원합의체가 내린 통상임금 판결에 대해서 청와대가 흡족해한다는 취지의 내용이 남긴 문서를 확인한 바 있는데 이것을 지난 1월 22일 날 판사 블랙리스트 추가조사위원회가 자신의 조사 활동을 보고하는 자리에서는 빼 버렸어요. 문서를 확인해 놓고 이것을 더 조사하지 않고 조사보고에서도 누락시켰습니다. 추가조사위원회의 활동 범위 밖이라는 이유로 이렇게 했는데, 이 사실을 알고 계십니까?	공동교섭(정의-민주평화)
노회찬	그런데 왜 이렇게 하고 있어요?	공동교섭(정의-민주평화)
노회찬	누구지요?	공동교섭(정의-민주평화)
노회찬	얼마 전에 강원랜드 사건과 관련해 가지고 현역 국회의원 두 사람에 대한 압수수색이 있었지요?	공동교섭(정의-민주평화)
노회찬	그런데 제가 보니까 현행 변호사법은 사법시험에 합격하여 사법연수원의 과정을 마친 자에게 변호사 자격을 주고 있고 또 모든 변호사는 업무를 수행하기 위해서 변호사회에 등록해야 됩니다, 그렇지요?	공동교섭(정의-민주평화)
노회찬	권성동 자유한국당 의원은 피의자 신분입니까?	공동교섭(정의-민주평화)
노회찬	창원 성산의 정의당 노회찬입니다. 장관님, 지금 사개특위 처음 나오시는 거지요?	공동교섭(정의-민주평화)
노회찬	조사나 수사가 완료되었습니까?	공동교섭(정의-민주평화)
노회찬	2015년 이후.	공동교섭(정의-민주평화)
노회찬	보도되기로는 안 전 검사장에 대해서 구속수사 의견이 조사단 내부에서 다수인데 총장께서 수사를 보완할 것을 지시했다는 보도가 있었습니다. 사실입니까?	공동교섭(정의-민주평화)
노회찬	강원랜드 수사와 관련해 가지고 춘천지검에서 윗선에서 어떤 지시를 받고 그 수사를 축소했거나 또는 덮으려고 했다는 의혹이 있는 것은 알고 계시지요?	공동교섭(정의-민주평화)
노회찬	이것이 이른바 3차 조사기구지요?	공동교섭(정의-민주평화)
노회찬	노회찬입니다. 경찰청장께 묻겠습니다. 최근에 미투 운동이 거세게 불고 있는데, 이 미투 운동의 특징에 대해서 어떻게 생각하십니까?	공동교섭(정의-민주평화)
노회찬	예. 생각해 본 바가 혹시 있습니까?	공동교섭(정의-민주평화)
노회찬	서면조사하고 있습니까?	공동교섭(정의-민주평화)
노회찬	아, 처음 들으시는 부분입니까?	공동교섭(정의-민주평화)
노회찬	이것 한 15%까지 늘려야 된다라고 생각하고 계신 거지요?	공동교섭(정의-민주평화)
